hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,212,2017,August,33,17,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,147.0,0.0,0.0,Canceled,2017-07-28
Resort Hotel,1,154,2017,August,33,17,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,238.57,0.0,2.0,Canceled,2017-04-12
Resort Hotel,1,172,2017,August,33,17,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,200.0,0.0,2.0,Canceled,2017-03-02
Resort Hotel,1,213,2017,August,33,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,132.3,0.0,0.0,Canceled,2017-04-04
Resort Hotel,1,151,2017,August,33,17,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,217.5,0.0,1.0,Canceled,2017-03-27
Resort Hotel,1,168,2017,August,33,17,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,217.5,0.0,1.0,Canceled,2017-03-27
Resort Hotel,1,168,2017,August,33,17,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,237.5,0.0,2.0,Canceled,2017-03-27
Resort Hotel,1,44,2017,August,33,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,213.0,0.0,1.0,Canceled,2017-07-25
Resort Hotel,1,158,2017,August,33,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,230.0,0.0,1.0,Canceled,2017-08-17
Resort Hotel,1,49,2017,August,33,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0.0,0.0,Canceled,2017-07-17
Resort Hotel,1,124,2017,August,33,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,220.0,0.0,1.0,Canceled,2017-08-17
Resort Hotel,1,200,2017,August,33,18,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,180.0,0.0,0.0,Canceled,2017-02-02
Resort Hotel,1,187,2017,August,33,18,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,180.0,0.0,2.0,Canceled,2017-03-23
Resort Hotel,1,257,2017,August,33,18,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,4,No Deposit,250.0,,0,Transient,231.6,0.0,0.0,Canceled,2017-04-11
Resort Hotel,1,185,2017,August,33,18,2,5,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,200.0,0.0,0.0,Canceled,2017-07-13
Resort Hotel,1,8,2017,August,33,18,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,146.0,0.0,0.0,Canceled,2017-08-14
Resort Hotel,1,173,2017,August,33,18,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,200.0,0.0,1.0,Canceled,2017-02-28
Resort Hotel,1,203,2017,August,33,18,4,8,2,1,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,126.8,0.0,3.0,Canceled,2017-02-25
Resort Hotel,1,108,2017,August,33,18,2,7,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,227.22,0.0,1.0,Canceled,2017-07-06
Resort Hotel,1,177,2017,August,33,18,2,7,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,200.0,0.0,0.0,Canceled,2017-03-09
Resort Hotel,1,259,2017,August,33,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,1.0,Canceled,2017-03-23
Resort Hotel,1,2,2017,August,33,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,234.0,0.0,0.0,Canceled,2017-08-18
Resort Hotel,1,234,2017,August,33,19,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,181.8,0.0,2.0,Canceled,2017-05-23
Resort Hotel,1,195,2017,August,33,19,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,212.0,0.0,0.0,Canceled,2017-06-08
Resort Hotel,1,160,2017,August,33,19,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,238.0,0.0,0.0,Canceled,2017-03-12
Resort Hotel,1,177,2017,August,33,19,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,218.0,0.0,0.0,Canceled,2017-02-23
Resort Hotel,1,113,2017,August,33,19,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,214.84,0.0,0.0,Canceled,2017-05-28
Resort Hotel,1,199,2017,August,33,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,123.2,0.0,0.0,Canceled,2017-07-14
Resort Hotel,1,306,2017,August,33,19,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,156.6,0.0,1.0,Canceled,2016-12-10
Resort Hotel,1,211,2017,August,33,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,203.75,0.0,1.0,Canceled,2017-07-08
Resort Hotel,1,125,2017,August,33,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0.0,1.0,Canceled,2017-04-16
Resort Hotel,1,211,2017,August,33,19,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,133.74,0.0,0.0,Canceled,2017-01-27
Resort Hotel,1,129,2017,August,33,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181.0,,0,Transient-Party,205.6,0.0,0.0,Canceled,2017-08-09
Resort Hotel,1,129,2017,August,33,19,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181.0,,0,Transient-Party,192.8,0.0,0.0,Canceled,2017-08-09
Resort Hotel,1,146,2017,August,33,19,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,235.71,0.0,0.0,Canceled,2017-06-19
Resort Hotel,1,216,2017,August,33,19,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,204.0,0.0,0.0,Canceled,2017-07-27
Resort Hotel,1,211,2017,August,33,19,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,174.24,0.0,0.0,Canceled,2017-01-27
Resort Hotel,1,122,2017,August,33,19,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181.0,,0,Transient-Party,230.0,0.0,0.0,Canceled,2017-08-09
Resort Hotel,1,349,2017,August,33,19,4,6,2,2,0,BB,GBR,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,227.1,0.0,0.0,Canceled,2017-04-28
Resort Hotel,1,220,2017,August,33,19,4,6,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,244.0,0.0,0.0,Canceled,2017-01-12
Resort Hotel,1,353,2017,August,33,19,4,6,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,244.0,0.0,1.0,Canceled,2016-09-04
Resort Hotel,1,5,2017,August,34,20,1,0,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,194.0,0.0,1.0,Canceled,2017-08-20
Resort Hotel,1,210,2017,August,34,20,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,2.0,Canceled,2017-05-27
Resort Hotel,1,294,2017,August,34,20,2,1,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,190.88,0.0,2.0,Canceled,2017-07-27
Resort Hotel,1,337,2017,August,34,20,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,185.75,0.0,0.0,Canceled,2016-10-30
Resort Hotel,1,178,2017,August,34,20,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,116.5,0.0,0.0,Canceled,2017-07-14
Resort Hotel,1,161,2017,August,34,20,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,236.0,0.0,1.0,Canceled,2017-03-27
Resort Hotel,1,315,2017,August,34,20,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,138.38,0.0,1.0,Canceled,2016-11-03
Resort Hotel,1,190,2017,August,34,20,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,230.0,0.0,0.0,Canceled,2017-02-18
Resort Hotel,1,210,2017,August,34,20,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,140.94,0.0,1.0,Canceled,2017-06-08
Resort Hotel,1,277,2017,August,34,20,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,165.37,0.0,1.0,Canceled,2017-08-02
Resort Hotel,1,143,2017,August,34,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,174.04,0.0,1.0,Canceled,2017-03-30
Resort Hotel,1,106,2017,August,34,20,4,9,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,234.62,0.0,1.0,Canceled,2017-07-18
Resort Hotel,1,195,2017,August,34,20,4,9,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,180.0,0.0,0.0,Canceled,2017-04-24
Resort Hotel,1,83,2017,August,34,20,6,13,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,204.74,0.0,1.0,Canceled,2017-05-29
Resort Hotel,1,193,2017,August,34,21,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Contract,130.05,0.0,0.0,Canceled,2017-02-14
Resort Hotel,1,197,2017,August,34,21,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0.0,0.0,Canceled,2017-02-05
Resort Hotel,1,38,2017,August,34,21,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,199.12,0.0,1.0,Canceled,2017-08-09
Resort Hotel,1,247,2017,August,34,21,1,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,244.0,0.0,0.0,Canceled,2017-01-20
Resort Hotel,1,206,2017,August,34,21,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0.0,0.0,Canceled,2017-03-15
Resort Hotel,1,189,2017,August,34,21,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0.0,1.0,Canceled,2017-02-17
Resort Hotel,1,202,2017,August,34,21,1,4,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,192.0,0.0,2.0,Canceled,2017-04-21
Resort Hotel,1,12,2017,August,34,21,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,242.0,0.0,0.0,Canceled,2017-08-10
Resort Hotel,1,238,2017,August,34,21,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,1.0,Canceled,2017-01-10
Resort Hotel,1,189,2017,August,34,21,1,5,3,0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468.0,,0,Transient,232.0,0.0,0.0,Canceled,2017-02-17
Resort Hotel,1,29,2017,August,34,21,1,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0.0,1.0,Canceled,2017-08-03
Resort Hotel,1,233,2017,August,34,21,1,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,2.0,Canceled,2017-01-13
Resort Hotel,1,136,2017,August,34,21,2,5,2,1,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,240.91,0.0,0.0,Canceled,2017-04-13
Resort Hotel,1,136,2017,August,34,21,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,206.51,0.0,3.0,Canceled,2017-04-10
Resort Hotel,1,217,2017,August,34,21,2,5,2,1,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,472.0,,0,Transient,52.5,0.0,0.0,Canceled,2017-01-30
Resort Hotel,1,193,2017,August,34,21,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314.0,,0,Transient,184.5,0.0,0.0,Canceled,2017-08-02
Resort Hotel,1,204,2017,August,34,21,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,191.14,0.0,0.0,Canceled,2017-01-30
Resort Hotel,1,202,2017,August,34,21,3,6,2,2,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,,,0,Transient,187.4,0.0,0.0,Canceled,2017-01-31
Resort Hotel,1,3,2017,August,34,22,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,306.0,,0,Transient,125.46,0.0,0.0,Canceled,2017-08-22
Resort Hotel,1,49,2017,August,34,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0.0,2.0,Canceled,2017-07-06
Resort Hotel,1,157,2017,August,34,22,0,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,237.5,0.0,0.0,Canceled,2017-07-05
Resort Hotel,1,58,2017,August,34,23,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,225.6,0.0,0.0,Canceled,2017-06-26
Resort Hotel,1,212,2017,August,34,23,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,192.0,0.0,0.0,Canceled,2017-06-04
Resort Hotel,1,24,2017,August,34,23,2,4,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,216.67,0.0,1.0,Canceled,2017-08-13
Resort Hotel,1,209,2017,August,34,23,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,158.0,0.0,1.0,Canceled,2017-01-31
Resort Hotel,1,223,2017,August,34,23,2,5,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,222.0,0.0,2.0,Canceled,2017-01-31
Resort Hotel,1,156,2017,August,34,23,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,225.71,0.0,1.0,Canceled,2017-03-21
Resort Hotel,1,63,2017,August,34,23,2,5,1,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,429.0,,0,Transient,174.54,0.0,0.0,Canceled,2017-07-23
Resort Hotel,1,156,2017,August,34,23,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.71,0.0,1.0,Canceled,2017-03-21
Resort Hotel,1,223,2017,August,34,23,2,5,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,204.0,0.0,2.0,Canceled,2017-02-21
Resort Hotel,1,95,2017,August,34,23,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,238.57,0.0,1.0,Canceled,2017-06-06
Resort Hotel,1,195,2017,August,34,23,2,8,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,39.0,0.0,0.0,Canceled,2017-02-09
Resort Hotel,1,77,2017,August,34,24,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,198.0,0.0,0.0,Canceled,2017-06-12
Resort Hotel,1,111,2017,August,34,24,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0.0,1.0,Canceled,2017-05-07
Resort Hotel,1,44,2017,August,34,24,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,240.0,0.0,1.0,Canceled,2017-07-13
Resort Hotel,1,338,2017,August,34,24,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,181.11,0.0,1.0,Canceled,2017-07-17
Resort Hotel,1,197,2017,August,34,24,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,198.0,0.0,1.0,Canceled,2017-06-29
Resort Hotel,1,71,2017,August,34,24,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,220.0,0.0,0.0,Canceled,2017-07-23
Resort Hotel,1,198,2017,August,34,24,1,3,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,200.0,0.0,0.0,Canceled,2017-02-08
Resort Hotel,1,338,2017,August,34,24,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,201.6,0.0,1.0,Canceled,2017-07-17
Resort Hotel,1,144,2017,August,34,24,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,199.0,0.0,0.0,Canceled,2017-04-09
Resort Hotel,1,237,2017,August,34,24,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,1.0,Canceled,2017-01-03
Resort Hotel,1,162,2017,August,34,24,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,208.05,0.0,0.0,Canceled,2017-03-15
Resort Hotel,1,58,2017,August,34,24,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,239.14,0.0,0.0,Canceled,2017-08-01
Resort Hotel,1,163,2017,August,34,24,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,188.03,0.0,0.0,Canceled,2017-03-22
Resort Hotel,1,165,2017,August,34,24,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,5.0,,0,Transient,229.43,0.0,0.0,Canceled,2017-04-25
Resort Hotel,1,162,2017,August,34,24,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,208.05,0.0,0.0,Canceled,2017-03-22
Resort Hotel,1,198,2017,August,34,24,2,5,2,1,0,Undefined,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,204.75,0.0,0.0,Canceled,2017-08-14
Resort Hotel,1,60,2017,August,34,25,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,207.0,0.0,1.0,Canceled,2017-06-26
Resort Hotel,1,198,2017,August,34,25,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,151.0,0.0,1.0,Canceled,2017-02-13
Resort Hotel,1,26,2017,August,34,25,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,216.67,0.0,1.0,Canceled,2017-07-30
Resort Hotel,1,150,2017,August,34,25,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,229.0,0.0,1.0,Canceled,2017-04-11
Resort Hotel,1,253,2017,August,34,25,2,4,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,1.0,Canceled,2017-01-07
Resort Hotel,1,253,2017,August,34,25,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,1.0,Canceled,2017-01-07
Resort Hotel,1,253,2017,August,34,25,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0.0,2.0,Canceled,2017-01-07
Resort Hotel,1,110,2017,August,34,25,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,214.0,0.0,0.0,Canceled,2017-05-09
Resort Hotel,1,0,2017,August,34,26,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,235.0,0.0,0.0,Canceled,2017-08-26
Resort Hotel,1,172,2017,August,34,26,0,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,207.0,0.0,0.0,Canceled,2017-03-08
Resort Hotel,1,17,2017,August,34,26,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,240.0,0.0,2.0,Canceled,2017-08-23
Resort Hotel,1,45,2017,August,34,26,2,1,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,243.33,0.0,1.0,Canceled,2017-07-18
Resort Hotel,1,204,2017,August,34,26,2,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,140.4,0.0,0.0,Canceled,2017-07-28
Resort Hotel,1,191,2017,August,34,26,2,2,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,173.0,0.0,0.0,Canceled,2017-08-01
Resort Hotel,1,80,2017,August,34,26,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,135.0,0.0,1.0,Canceled,2017-07-15
Resort Hotel,1,181,2017,August,34,26,2,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,220.0,0.0,1.0,Canceled,2017-04-04
Resort Hotel,1,25,2017,August,34,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,242.0,0.0,2.0,No-Show,2017-08-26
Resort Hotel,1,184,2017,August,34,26,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,173.0,0.0,0.0,Canceled,2017-03-07
Resort Hotel,1,142,2017,August,34,26,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,155.0,0.0,0.0,Canceled,2017-08-07
Resort Hotel,1,90,2017,August,34,26,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,201.43,0.0,1.0,Canceled,2017-07-02
Resort Hotel,1,3,2017,August,34,26,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,183.13,0.0,0.0,Canceled,2017-08-23
Resort Hotel,1,17,2017,August,34,26,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,194.29,0.0,1.0,Canceled,2017-08-10
Resort Hotel,1,212,2017,August,34,26,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,15.0,,0,Transient,179.89,0.0,0.0,Canceled,2017-06-26
Resort Hotel,1,191,2017,August,34,26,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,202.0,0.0,1.0,Canceled,2017-07-17
Resort Hotel,1,19,2017,August,34,26,4,6,2,1,0,FB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,5.0,,0,Transient,245.3,0.0,0.0,Canceled,2017-08-14
Resort Hotel,1,181,2017,August,34,26,4,10,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,205.14,0.0,0.0,Canceled,2017-03-01
Resort Hotel,1,73,2017,August,35,27,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,190.0,0.0,0.0,Canceled,2017-06-26
Resort Hotel,1,220,2017,August,35,27,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,251.0,,0,Transient-Party,128.7,0.0,0.0,Canceled,2017-08-04
Resort Hotel,1,50,2017,August,35,27,2,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,242.0,0.0,0.0,Canceled,2017-07-14
Resort Hotel,1,301,2017,August,35,27,2,1,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,190.88,0.0,1.0,Canceled,2017-08-11
Resort Hotel,1,344,2017,August,35,27,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,185.75,0.0,0.0,Canceled,2016-10-30
